01_prenom	02_genre	03_langage	04_fréquence
husain	m	arabic	0
husam	m	arabic	0
husayn	m	arabic	0
husni	m	arabic	0
hussain	m	arabic	0.06
hussein	m	arabic	1.05
huw	m	welsh	0
hyacinth	m,f	english	0
hyacintha	f	english	0
hyacinthe	f	french	0.86
hyam	m	jewish	0
hyder	m	arabic	0
hyginus	m	ancient greek (latinized)	0
hylda	f	english	0
hyledd	f	welsh	0
hyman	m	jewish	0.06
hymie	m	jewish	0
hypatia	f	ancient greek (latinized)	0
hyram	m	english	0
hyun	f	korean	0
hywel	m	welsh	0
iacchus	m	greek mythology (latinized)	0.03
iagan	m	scottish	0
iago	m	welsh, spanish	0.13
iain	m	scottish	0
iakopa	m	hawaiian	0
ian	m	scottish, english	0
iancu	m	romanian	0
iantha	f	english	0
ianthe	f	greek mythology	0
ianthina	f		0
ianto	m	welsh	0
iarfhlaith	m	irish	0
iarlaith	m	irish	0
iason	m	greek mythology, greek	0
ib	m	danish	0.19
ibbie	f	english	0
ibolya	f	hungarian	0
ibraheem	m	indian	0
ibrahim	m	arabic, turkish	1.37
ibtihaj	f	arabic	0
ibtisam	f	arabic	0
icarus	m	greek mythology (latinized)	0.03
ichabod	m	biblical	0.03
ichiro	m	japanese	0
ida	f	english, scandinavian, hungarian	4.33
idan	m	jewish	0
íde	f	irish	0
idelle	f	english	0
idesta	f		0
idetta	f		0
idonea	f	english	0
idony	f	english	0
idowu	m	african	0
idoya	f	spanish	0
idril	f	literature	0
idris	m	welsh	0.03
idunn	f	germanic mythology	0
idwal	m	welsh	0
iefan	m	welsh	0
iekika	f	hawaiian	0
iestyn	m	welsh	0
ieuan	m	welsh	0
ifan	m	welsh	0
ife	f	african	0
ige	f	african	0
ignaas	m	dutch	0
ignác	m	hungarian, czech	0
ignace	m	french	1.37
ignacio	m	spanish	0.06
ignacy	m	polish	0
ignacz	m	hungarian	0
ignasi	m	catalan	0
ignatius	m		0
ignatz	m	german	0
ignazio	m	italian	0.03
igor	m	russian	1.05
ihab	m,f	arabic	0
ihsan	m,f	arabic	0
iida	f	finnish	0
iikka	m	finnish	0
iisakki	m	finnish	0
ikaia	m	hawaiian	0
ikaika	m	hawaiian	0
ike	m	english	0.10
ikraam	f	arabic	0
ila	f	indian	0.06
ilan	m	jewish	0
ilana	f	jewish	0
ilar	m	welsh	0
ilari	m	russian	0
ilaria	f	italian	0
ilario	m	italian	0.41
ilbert	m		0
ildikó	f	hungarian	0
ilean	f	english	0
ileana	f	romanian	0
ileen	f	english	0
ilene	f	english	0
ili	f	hungarian	0
ilia	m	russian, bulgarian	0.03
ilie	m	romanian	0
ilinca	f	romanian	0
ilka	f	hungarian	0
ilker	m	turkish	0
íllés	m	hungarian	0
illtyd	m	welsh	0
ilma	f		0
ilona	f	hungarian, finnish	0.13
ilonka	f	hungarian	0
ilsa	f		0
ilse	f	german	0.10
ilya	m	russian	0.22
ima	f		0
imaculada	f	portuguese	0.03
imad	m	arabic	0
imam	m	arabic	0.32
imamu	m	african	0
iman	f	arabic	0.25
imani	f	african	0
imelda	f	italian, spanish	0.10
imen	f	arabic	0
imhotep	m	ancient egyptian	0
imke	f	german	0
imma	f	german	0
immacolata	f	italian	0
immaculata	f	irish	0
immanuel	m	german, jewish, biblical	0.03
imogen	f	english	0
imogene	f	english	0
imre	m	hungarian	0
imrus	m	hungarian	0
ina	f	english	0.54
inácio	m	portuguese	0
iñaki	m	basque	0
in'am	f	arabic	0
inbar	f	jewish	0
inderjit	m,f	indian	0
inderpal	m	indian	0
india	f	english	0.61
indiana	f,m	english	2.04
indigo	m,f	english	2.20
indira	f	indian, hindu mythology	0.06
indra	m	indian, hindu mythology	0.13
indrajit	m,f	indian	0
indrani	f	indian	0
indy	f,m	english	0.89
inés	f	spanish	0
inès	f	french	15.36
inês	f	portuguese	0
inez	f	spanish	0.03
ing	m	germanic mythology, norse mythology	0.35
inga	f	swedish	0.03
inge	m,f	german, scandinavian	0.03
ingeborg	f	scandinavian, german	0.86
ingegärd	f	swedish	0
ingegerd	f	scandinavian	0
ingemar	m	scandinavian	0
inger	f	swedish	0
inglebert	m		0
ingmar	m	scandinavian	0.03
ingolf	m	scandinavian	0.03
ingram	m	english	0.06
ingrid	f	scandinavian, german	0.48
ingvar	m	scandinavian	0
ingvarr	m	ancient scandinavian	0
inigo	m	english	0.13
inka	f	frisian	0
inkeri	f	finnish	0
inmaculada	f	spanish	0
innes	m,f	scottish	0.03
innocent	m	english	10.93
innocenzo	m	italian	0
innokenti	m	russian	0
inocencio	m	spanish	0
into	m	finnish	0.16
io	f	greek mythology	45.21
ioan	m	romanian, bulgarian	0
ioana	f	romanian, bulgarian	0
ioann	m	russian	0
ioanna	f	greek	0
ioannes	m	greek	0
ioannis	m	greek	0
iokua	m	hawaiian	0
iola	f		0
iolana	f	hawaiian	0
iolanthe	f	english	0
iole	f	greek mythology	0
iolo	m	welsh	0
iolyn	m	welsh	0
íomhar	m	irish	0
iomhar	m	scottish	0
ion	m	basque, romanian	3.38
iona	f	english, scottish	0
ionatán	m	irish	0
ione	f	english	0
ionel	m	romanian	0
ionela	f	romanian	0
ionut	m	romanian	0
iorwerth	m	welsh	0
iosif	m	russian, bulgarian	0
ipati	m	russian	0
ippolit	m	russian	0
ippolito	m	italian	0
iqbal	m	arabic	0
ira	m	biblical, english, jewish	18.83
ireland	f	english	0
irén	f	hungarian	0
irena	f	polish, czech, dutch	0
iréné	m	french	0
irène	f	french	1.62
irene	f	english, italian, scandinavian, german, greek mythology (latinized)	0.06
irénée	f	french	0.38
ireneus	m	ancient greek (latinized)	0
ireneusz	m	polish	0
irina	f	russian, bulgarian, romanian	0.03
irinei	m	russian	0
iris	f	greek mythology, english	5.29
irit	f	jewish	0
irja	f	finnish	0
irma	f	german, hungarian, spanish	9.75
irmak	f	turkish	0
irmgard	f	german	1.18
irmhild	f	german	0
irmtraud	f	german	0
irmtrud	f	german	0
irmuska	f	hungarian	0
irvin	m	english, scottish	0.03
irvine	m	english, scottish	0.03
irving	m	english, scottish	0.25
irwin	m		0.13
isa	f,m	english	0.22
isaac	m	english, jewish, biblical	4.94
isabel	f	spanish, portuguese, french, english	1.31
isabell	f	english	0
isabella	f	english, italian, spanish, dutch	0
isabelle	f	english, french, german	7.68
isador	m	english	0
isadora	f		0.22
isadore	m	english	0
isaia	m	italian	0
isaiah	m	english, jewish, biblical	0
isaias	m	biblical	0
isak	m	swedish	0
'isam	m	arabic	0
isamu	m	japanese	0
isandro	m	spanish	0
isaura	f	portuguese, spanish	0.03
isbel	f	english	0
iseabail	f	scottish	0
isebella	f		0
iser	m	jewish	0
iseult	f	celtic mythology	0.38
isha	m,f	indian	0.03
ishbel	f	scottish	0
ishmael	m	biblical, english	0
ishmerai	m	biblical	0
ishtar	f	near eastern mythology	0
isiah	m	english	0
isibéal	f	irish	0
isidor	m	german, russian	0
isidora	f	english, italian, spanish, russian, serbian	0
isidore	m	english, french	0.92
isidoro	m	spanish, italian	0.06
isis	f	egyptian mythology (hellenized)	1.59
iskender	m	turkish	0
isla	f	scottish	0.03
islay	m	scottish	0
isleen	f		0
islwyn	m	welsh	0
ismael	m	spanish	0.03
isma'il	m	arabic	0
'ismat	m,f	arabic	0
ismene	f	greek mythology	0
isobel	f	scottish	0
isocrates	m	ancient greek (latinized)	0
isolda	f	english	0
isolde	f	english, german, celtic mythology	0.35
isra	f	arabic	0.03
israel	m	biblical, jewish	0.06
issa	m	arabic	0.03
issac	m	english (modern)	0
issachar	m	biblical, jewish	0
issur	m	jewish	0
issy	m		1.15
istván	m	hungarian	0
ita	f	irish	0.16
itala	f	italian	0
italo	m	italian	0.38
italus	m	roman mythology	0
itamar	m	jewish	0
ithamar	m	biblical, jewish	0
ithel	m	welsh	0
i'tidal	f	arabic	0
itzhak	m	jewish	0
itziar	f	basque, spanish	0
iúile	f	irish	0
iulia	f	romanian	0
iulian	m	romanian	0
iuliana	f	romanian	0
iva	f	czech, russian, bulgarian, serbian, croatian	0
ivah	f	biblical	0
ivan	m	russian, czech, croatian	2.52
ivana	f	czech, serbian, croatian, slovene	0
ivanka	f	czech, serbian, croatian, bulgarian	0
ivanna	f	russian, ukrainian	0
ivar	m	scandinavian	0.03
ives	m		0.25
ivette	f		0
ivo	m	german, dutch	0
ivonette	f		0
ivonne	f	german	0
ivor	m	english	0.03
ivory	f	english	0.03
ivy	f	english	0.22
iwan	m	polish	0.03
iwo	m	polish	0.03
iwona	f	polish	0
ixchel	f	new world mythology	0
iyov	m	jewish	0
izaak	m	german	0
izabela	f	polish, czech	0
izabella	f	polish, hungarian	0
izdihar	f	arabic	0
izolda	f	polish	0
izsák	m	hungarian	0
izumi	f	japanese	0.03
izz-al-din	m	arabic	0
izz-ed-din	m	arabic	0
izzy	m	english	0
jaakko	m	finnish	0
jaan	m	estonian	0.13
jaana	f	finnish	0
jaap	m	dutch	0
jabbar	m	indian	0
jabez	m	biblical	0
jabin	m	biblical	0.06
jabir	m	arabic	0
jabr	m	arabic	0
jabril	m	arabic	0
jacaline	f	english (modern)	0
jacek	m	polish	0
jacenty	m	polish	0
jachin	m	biblical	0
jacinda	f	english	0
jacinta	f	spanish, portuguese	0
jacinth	f	english	0
jacintha	f	dutch	0
jacinthe	f	french	0.29
jacinto	m	spanish, portuguese	0.22
jack	m	english	5.29
jackalyn	f	english (modern)	0
jacki	f	english	0.03
jackie	m,f	english	1.15
jacklyn	f	english (modern)	0
jackson	m	english	1.12
jaclyn	f	english (modern)	0
jacob	m	english, dutch, scandinavian	4.68
jacoba	f	dutch	0
jacobina	f		0
jacobine	f	norwegian, danish, dutch	0.73
jacobo	m	spanish	0
jacobus	m	dutch	0.03
jacopo	m	italian	0.06
jacqueline	f	french, english	2.90
jacquelyn	f	english	0
jacques	m	french	81.97
jacquetta	f	english	0
jacquette	f	english	0.03
jacqui	f	english	0
jada	f	english	0
jade	f	english	3.06
jaden	m,f	english	0
jadon	m	biblical	0
jadranka	f	croatian	0
jadranko	m	croatian	0
jadwiga	f	polish	0
jadyn	m,f	english (modern)	0
jadzia	f	polish	0
jael	f	biblical, jewish	0
jafar	m	arabic	0
jafet	m		0
jaffar	m	indian	0
jaffe	f	jewish	0.35
jaffer	m	indian	0.10
jagannath	m	indian	0
jagdish	m	indian	0
jagjit	m	indian	0
jago	m	cornish	0
jagoda	f	croatian, serbian	0
jahan	m	iranian	0
jahangir	m	iranian	0
jahel	f		0.03
jahleel	m	biblical	0
jahzeel	m	biblical	0
jai	m	indian	0.06
jaiden	m,f	english (modern)	0
jaidev	m	indian	0
jaime (1)	m	spanish, portuguese	0
jaime (2)	f	english	0
jair	m	biblical	0
jairus	m	biblical	0
jaka	m	slovene	0
jakab	m	hungarian	0
jake	m	english	0
jakki	f	english	0
jákob	m	hungarian	0
jakob	m	german, scandinavian	0.32
jakov	m	croatian	0
jakub	m	polish, czech	0
jalal	m	arabic	0
jalen	m	english (modern)	0
jalila	f	arabic	0
jalmari	m	finnish	0
jalo	m	finnish	0
jamaal	m	arabic	0
jamaar	m	english (modern)	0
jamal	m,f	arabic	0.03
jamar	m	english	0
jameel	m	indian	0
jameela	f	indian	0
james	m	english, biblical	6.98
jamesina	f	scottish	0
jamey	m	english	0
jami	f	english	4.78
jamie (1)	m	scottish, english	0
jamie (2)	f	english	0
jamil	m	arabic	0
jamila	f	arabic	0
jamin	m	biblical	0.03
jamison	m	english	0
jamshad	m	iranian	0
jamshed	m	iranian	0
jamsheed	m	iranian	0
jan (1)	m	dutch, scandinavian, czech, polish, german	0
jan (2)	f	english	0
jana	f	dutch, czech, polish	0
janae	f	english	0
janan	f	arabic	0
jancis	f	english	0
jancsi	m	hungarian	0
jane	f	english	3.35
janecek	m	czech	0
janek	m	polish	0.03
janeka	f	english	0
janel	f	english	0
janele	f	english	0
janella	f	english	0
janelle	f	english	0
janene	f	english	0
janessa	f	english	0
janet	f	english	1.62
janetta	f	english	0
janette	f	english	0
janey	f	english	0
janez	m	slovene	0
jani	m	finnish, hungarian	0
janice	f	english	0
janie	f	english	0.48
janika	m	hungarian	0
janina	f	polish, english	0.03
janine	f	english	2.93
janis (1)	m	latvian	0
janis (2)	f	english	0
janna	f	english	0.03
jannah	f	english	0
janne (1)	m	swedish	0
janne (2)	f	danish, norwegian	0
janneke	f	dutch	0
jannick	m	danish	0
jannike	f	scandinavian	0
jannine	f	english	0
jános	m	hungarian	0
janus	m	roman mythology	0.64
janusz	m	polish	0
japeth	m		0
japheth	m	biblical	0
jaqueline	f	english	0
jaquelyn	f	english	0
jared	m	english, biblical	0
jarek	m	polish, czech	0
jareth	m	english (modern)	0
jari	m	finnish	0
jarka	f	czech	0.03
jarl	m	scandinavian, norse mythology	0
jarlath	m	irish	0
jarmila	f	czech	0
jarod	m	english	0
jarogniew	m	polish	0
jaromil	m	polish, czech	0
jaromir	m	czech	0
jaron	m,f	english	0
jaropelk	m	polish	0
jaroslav	m	czech	0.03
jaroslaw	m	polish	0
jaroslawa	f	polish	0
jarred	m	english	0
jarrett	m	english	13.86
jarrod	m	english	0
jarvis	m	english	0
jasmin	f	english (modern)	2.42
jasmine	f	english	0
jasmyn	f	english (modern)	0
jason	m	english, greek mythology (latinized), biblical	2.20
jasper	m	english	0.10
jaswinder	f	indian	0
jathbiyya	f	arabic	0
jathibiyya	f	arabic	0
jaume	m	catalan	0.03
jaumet	m	catalan	0
javaid	m	iranian	0
javan	m	biblical	0.06
javed	m	iranian, arabic	0
javier	m	spanish, portuguese	8.00
javor	m	croatian, serbian, slovene	0
jawahir	f	arabic	0
jawdat	m	arabic	0
jaxon	m	english (modern)	0
jay (1)	m	english	0
jay (2)	m	indian	0
jaya	f	indian	0
jayant	m	indian	0
jayanti	f	indian	0
jaycob	m	english (modern)	0
jayda	f	english	0
jayde	f	english (modern)	0
jayden	m,f	english (modern)	0
jaydon	m	english (modern)	0
jaye	m	english	0
jayel	f		0
jayla	f	english (modern)	0
jaylee	f	english (modern)	0
jaylen	m	english (modern)	0
jaylin	m	english (modern)	0
jaylon	m	english (modern)	0
jayma	f		0
jayme	f	english	0
jaymes	m	english	0
jayna	f	english (modern)	0
jayne	f	english (modern)	0
jaynie	f	english	0
jayson	m	english (modern)	0
jaywant	m	indian	0
jazmin	f	english	0
jazmine	f	english	0
jean (1)	m	french	0
jean (2)	f	english	0
jeana	f	english	0
jean-baptiste	m	french	0
jeane	f	english	0
jeanette	f	english	0.03
jeanie	f	english	0
jeanine	f	french, english	1.72
jean-marie	m	french	0
jeanna	f	english	0
jeanne	f	french	15.13
jeannette	f	french	4.91
jeannie	f	english	0
jeannine	f	french, english	0.13
jeannot	m	french	7.61
jeb	m	english	0.03
jed	m	english	0
jedidah	f	biblical	0
jedidiah	m	biblical	0
jedrzej	m	polish	0
jeetendra	m	indian	0
jeff	m	english	2.48
jefferson	m	english	1.08
jeffery	m	english	0
jeffrey	m	english	0.32
jeffry	m	english	0
jehiel	m	biblical	0
jehoash	m	biblical	0
jehoshaphat	m	biblical	0
jehovah	m	theology	0.10
jehu	m	biblical	0
jekaterina	f	russian	0
jelani	m	african	0
jelena	f	latvian, croatian, serbian	0
jelka	f	slovene, croatian	0
jem	m	english	0
jemima	f	biblical, english	0.25
jemma	f	english	0
jemmy	m	english	0
jen	f	english	0.03
jena	f	english (modern)	0
jenae	f	english (modern)	0
jenaro	m	spanish	0
jenci	m	hungarian	0
jenelle	f	english	0
jenessa	f	english	0
jeni	f	english	0
jenifer	f	english	0
jenn	f	english	0
jenna	f	english	0
jenni	f	english	0
jennie	f	english	0
jennifer	f	english	0
jenny	f	english	8.54
jenõ	m	hungarian	0
jens	m	danish	0
jep	m	english	0
jephtha	m	biblical (variant)	0
jephthah	m	biblical	0
jepson	m	english	0
jeptha	m		0
jera	f	english	0
jerald	m	english	0
jere	m	english	0
jeremiah	m	english, jewish, biblical	0.29
jeremias	m	german	0
jérémie	m	french	7.07
jeremiel	m	biblical	0
jeremy	m	english, biblical (variant)	0.10
jeri	f	english	0
jericho	m	biblical, english	0
jerk	m	swedish	0.25
jerker	m	swedish	0
jermaine	m	english	0
jernej	m	slovene	0
jeroen	m	dutch	0
jerold	m	english	0
jérôme	m	french	21.60
jerome	m	english	0.19
jerónimo	m	spanish	0
jerrard	m	english	0.03
jerri	f	english	0
jerrie	f	english	0
jerrod	m	english	0
jerrold	m	english	0
jerry	m,f	english	0.80
jerusha	f	biblical	0
jervis	m	english	0.19
jerzy	m	polish	0
jesper	m	danish	0
jess	m,f	english	0
jessalyn	f	english (modern)	0
jessamine	f	english	0
jessamyn	f	english	0
jesse	m	english, biblical	0
jessenia	f	arabic	0
jessi	f	english	0
jessica	f	english	8.79
jessie (1)	f	scottish	0
jessie (2)	f,m	english	0
jessika	f	english (modern)	0
jessye	f	english (modern)	0
jesús	m	spanish, portuguese	0
jesus	m	theology, biblical	0.51
jesusa	f	spanish, portuguese	0
jethro	m	biblical, english	0.03
jetta	f	english	0.03
jeunesse	f		63.94
jewel	f	english	0
jewell	f	english (modern)	0
jezebel	f	biblical	0.03
jia	f	chinese	0
jiang	m,f	chinese	0.06
jill	f	english	0.10
jillian	f	english	0
jillie	f	english	0
jilly	f	english	0
jim	m	english	1.85
jimena	f	spanish	0
jimi	m	english	0.19
jimmie	m,f	english	0
jimmy	m	english	0.80
jin	m,f	chinese	0.03
jinan	m,f	arabic	0
jindrich	m	czech	0
jing	m,f	chinese	0.06
jin-ho	m	korean	0
jinny	f	english	0
jirair	m	armenian	0
jirí	m	czech	0
jiro	m	japanese	0
jitender	m	indian	0
jitendra	m	indian	0
jitinder	m	indian	0
jo	m,f	english	18.25
joab	m	biblical	0
joachim	m	english, french, german, polish, biblical	0.67
joakim	m	scandinavian	0
joan (1)	f	english	0
joan (2)	m	catalan	0
joana	f	portuguese	0
joandra	f	english (modern)	0
joann	f	english	0
joanna	f	english, polish, biblical	0
joanne	f	english	0.06
joannes	m		0.03
joão	m	portuguese	0
joaquim	m	portuguese, catalan	0.13
joaquima	f	catalan	0
joaquin	m	spanish	0.03
joash	m	biblical	0
job	m	biblical	2.74
jobeth	f	english	0
joby	m	english	0
jocasta	f	greek mythology (latinized)	0
jocelin	f	english	0
joceline	f	french	0
jocelyn	f,m	english	0.16
jochem	m	german, dutch	0
jochen	m	german	0
jochim	m	german	0
jochjo	m	esperanto	0
jock	m	scottish	0
jockie	m	scottish	0
jocky	m	scottish	0
jocosa	f	english	0
jodene	f	english	0
jodi	f	english	0
jodie	f	english	0
jody	f,m	english	0
joe	m	english	1.50
joël	m	french	4.11
joel	m	english, jewish, biblical	0
joelle	f	french	0
joep	m	dutch	0
joetta	f	english	0
joey	m	english	0.06
johan	m	scandinavian, german, czech	0.13
johana	f	czech	0
jóhann	m	icelandic	0
johann	m	german	0.80
jóhanna	f	icelandic	0
johanna	f	german, scandinavian, dutch, hungarian	27.59
johanne	f	danish, norwegian	0
johanneke	f	dutch	0
jóhannes	m	icelandic	0
johannes	m	german, dutch, scandinavian, late roman	0.41
johano	m	esperanto	0
johar	m	indian	0
john	m	english, biblical	10.99
johnathan	m	english	0
johnathon	m	english	0
johnie	m	english	0
johnnie	m,f	english	0.06
johnny	m	english	3.79
joi	f	english	0.03
joisse	f		0.06
jokum	m	danish	0
jolán	f	hungarian	0
jolana	f	czech	0
jolanda	f	italian	0
jolánka	f	hungarian	0
jolanta	f	polish	0
joleen	f	english	0
jolene	f	english	0
jolie	f	french	28.77
jolyon	m	english	0
jón	m	icelandic	0
jon (1)	m	scandinavian, basque	0
jon (2)	m	english	0
jóna	f	icelandic	0
jonah	m	english, biblical	0
jónas	m	icelandic	0
jonas (1)	m	lithuanian	0
jonas (2)	m	biblical (variant)	0
jónatan	m	icelandic	0
jonatan	m	swedish	0
jonathan	m	english, biblical	0.57
jonathon	m	english	0
jonelle	f	english	0
jonette	f	norwegian, english	0
joni (1)	f	english	0
joni (2)	m	finnish	0
jonie	f	english	0
jonna	f	danish, swedish	0
jonny	m	english (modern)	0
jonquil	f	english	0
jonty	m	english	0
jools	m,f	english	0
joona	m	finnish	0
joonas	m	finnish	0
joop	m	dutch	0.03
joord	m	dutch	0
joos	m	dutch	0.06
jooseppi	m	finnish	0
joost	m	dutch	0
jöran	m	swedish	0
jorck	m	danish	0
jordaan	m	dutch	0
jordan	m,f	english, german, biblical	1.75
jordana	f	english	0
jordi	m	catalan	0
jordon	m	english	0
jordyn	f	english (modern)	0
jörg	m	german	0
jorge	m	spanish, portuguese	0.29
jörgen	m	swedish	0
jørgen	m	danish, norwegian	0
jorie	f	english	0
joris	m	dutch, frisian	0.06
jorma	m	finnish	0
jørn	m	danish	0
jory	m	cornish	0
jos	m	dutch	0.06
joscelin	f	english	0
josceline	f	english	0
josé	m	spanish, portuguese	2.61
josée	f	french	0.03
josef	m	german, scandinavian, czech	0.19
josefa	f	spanish, portuguese, czech	0
josefina	f	spanish	0
joselyn	f	english	0
josep	m	catalan	0.03
joseph	m	english, french, biblical	63.05
josepha	f	english, german	0.16
josèphe	f	french	0.16
josephina	f	english	0
joséphine	f	french	4.59
josephine	f	english	0
joses	m	biblical	0
josette	f	french	14.72
josh	m	english	0
joshawa	m	english (modern)	0
joshua	m	english, biblical	0.10
josiah	m	biblical, english	0.16
josiane	f	french	0.22
josias	m	biblical (variant)	0.06
josie	f	english	0.38
josif	m	serbian	0
josip	m	croatian, slovene	0
jóska	m	hungarian	0
joss	f	english	0
josslyn	f	english	0
josue	m	spanish, french	0
jotham	m	biblical	0
jouko	m	finnish	0
jouni	m	finnish	0
jourdain	m	french	3.12
jovan	m	serbian, macedonian	0
jovana	f	serbian	0
jovanka	f	serbian	0
jove	m	roman mythology	0
jovita	f	spanish, portuguese	0
jowan	m	cornish	0
jowita	f	polish	0
joy	f	english	0.41
joyce	f,m	english	9.94
joye	f	english	0
jozafat	m	polish	0
joze	m	slovene	0
jozef	m	slovak, slovene, polish, dutch	0
jozefa	f	hungarian, polish	0
jozefo	m	esperanto	0
jozo	m	croatian	0
józsef	m	hungarian	0
józsi	m	hungarian	0
józsua	m	hungarian	0
jozua	m	dutch	0
ju	f	chinese	1.08
juan	m	spanish	8.54
juana	f	spanish	1.12
juanita	f	spanish	1.24
juanito	m	spanish	0.06
jubal	m	biblical	0
juda	m	arabic	0.45
judah	m	biblical, english	0
judas	m	biblical	2.36
judd	m	english	0
jude	m	english, biblical	0.92
judi	f	english	0
judie	f	english	0
judit	f	hungarian	0
judita	f	czech	0
judite	f	portuguese	0
judith	f	english, jewish, french, biblical	2.68
judy	f	english	0.03
judyta	f	polish	0
juha	m	finnish	0
juhana	m	finnish	0
juhani	m	finnish	0
juho	m	finnish	0
jukka	m	finnish	0
jules (1)	m	french	0
jules (2)	f	english	0
juli	f	hungarian	0
júlia	f	hungarian	0
julia	f	english, german, spanish, portuguese, ancient roman, biblical	4.59
julián	m	spanish	0
julian	m	english	0.19
juliana	f	dutch, german, english, spanish, portuguese, ancient roman	0.10
juliane	f	french, german	0
julianna	f	english, hungarian	0
julianne	f	english	0
julie	f	french, english	16.53
julien	m	french	134.02
julienne	f	french	2.96
juliet	f	english	0
juliette	f	french	16.25
julija	f	slovene	0
julio	m	spanish, portuguese	0.99
juliska	f	hungarian	0
julitta	f		0
julius	m	ancient roman, english	2.64
juliusz	m	polish	0
july	f	english	0.13
julyan	m	english	0
jumaane	m	african	0
jumana	f	arabic	0
jumanah	f	arabic	0
june	f	english	0.03
jung	m,f	korean	3.92
junior	m	english	0.80
juniper	f	english	0
junko	f	japanese	0
juno	f	roman mythology	0.03
juozas	m	lithuanian	0
jupiter	m	roman mythology	4.56
juraj	m	slovene, croatian	0
jure	m	slovene, croatian	17.81
jürgen	m	german	0.03
jurgis	m	lithuanian	0.13
jurij	m	slovene	0
juro	m	japanese	0.03
jussi	m	finnish	0
juste	m	french	167.03
justice	m,f	english	53.65
justin	m	english, french	0.89
justina	f	english, ancient roman	0
justine	f	french, english	0.76
justus	m	ancient roman	0.16
justy	m,f	english	0
justyn	m	english	0
justyna	f	polish	0
jutta	f	german	0
jutte	f	german	0
juturna	f	roman mythology	0
juuso	m	finnish	0
juvela	f	esperanto	0
juvenal	m	history	0.16
juventas	f	roman mythology	0
jyoti	f	indian	0
jyotsana	f	indian	0
jyotsna	f	indian	0
jytte	f	danish	0
kaapo	m	finnish	0
kaapro	m	finnish	0
kaarina	f	finnish	0
kaarle	m	finnish	0
kaarlo	m	finnish	0
kacper	m	polish	0
kade	m	english	0
kaden	m	english	0
kader	m	arabic	2.20
kae	f	english	0
kaelea	f	english (modern)	0
kaelee	f	english (modern)	0
kaety	f	english	0
kagiso	f	african	0
kai (1)	m	scandinavian, finnish, german	0
kai (2)	m,f	hawaiian	0
kaia	f	norwegian	0
kaija	f	finnish	0
kaila	f		0.03
kailash	m,f	indian	0
kailee	f	english (modern)	0
kailey	f	english	0
kailyn	f	english (modern)	0
kaimana	m	hawaiian	0
kaisa	f	finnish	0
kaiser	m	german	0.99
kaitlin	f	english	0
kaitlyn	f	english	0
kaitlynn	f	english	0
kaj	m	danish	0
kajetan	m	polish	0
kajsa	f	swedish	0
kakalina	f	hawaiian	0
kala	f	hawaiian	0.29
kalani	m,f	hawaiian	0
kalea	f	hawaiian	0
kaleb	m	english	0
kaleigh	f	english (modern)	0
kaleo	m	hawaiian	0
kaley	f	english	0
kali	f	hindu mythology	1.08
kalidas	m	indian	0
kalla	f	english	0.10
kalle	m	swedish, finnish	0
kallias	m	ancient greek	0
kallikrates	m	ancient greek	0
kalliope	f	greek mythology	0
kallisto	f	greek mythology, ancient greek	0
kallistrate	f	ancient greek	0
kálmán	m	hungarian	0
kalpana	f	indian	0
kalyan	m	indian	0
kalyani	f	indian	0
kalyn	f	english (modern)	0
kalypso	f	greek mythology	0
kalysta	f	english (modern)	0
kam	m	english	1.62
kama	m	hindu mythology	0.19
kamal (1)	m	arabic	0
kamal (2)	m	indian	0
kamala	f	indian	0
kamaria	f	african	0
kameron	m	english (modern)	0
kamil (1)	m	arabic	0
kamil (2)	m	czech, slovak, polish	0
kamila	f	czech, slovak, polish	0
kamilla	f	hungarian	0
kamryn	f	english	0
kandajha	f	esperanto	0
kane	m	irish	0.13
kaneonuskatew	m	native american	0
kanta	f	indian	0
kanti	f	indian	0
kanya	f	thai	0
kaolin	m		1.21
kapel	m	jewish	0
kapil	m	indian	0
kapila	m	indian	0
kara	f	english	0.57
karam	m,f	arabic	0
karan	m	indian, hindu mythology	0
karaugh	f	english (modern)	0
karcsi	m	hungarian	0
kareem	m	arabic	0
karel	m	dutch, czech, slovene	0.06
karen	f	danish, norwegian, english	0.19
karena	f		0
karenza	f	english	0
karesinda	f	esperanto	0
kari (1)	f	norwegian	0
kari (2)	m	finnish	0
karim	m	arabic	0.06
karima	f	arabic	0
karin	f	swedish, finnish	0.03
karina	f		0
karissa	f	english	0
karita	f	norwegian	0
karl	m	german, scandinavian	7.07
karla	f	german, scandinavian	0.03
karlene	f	english	0
karly	f	english	0
karol	m	polish	0.03
karola	f	hungarian	0
karoliina	f	finnish	0
karolina	f	polish, scandinavian, hungarian	0
karoline	f	german, danish, norwegian	0
karolis	m	lithuanian	0
károly	m	hungarian	0
karolyn	f	english	0
karp	m	russian	0.03
karrie	f	english	0
karsten	m	german	0.06
karyn	f	english	0.92
karyna	f		0
kasandra	f	english	0
kasey	m,f	english	0
kasi	m	indian	0
kasia	f	polish	0
kasimir	m		0
kasimira	f		0
kaspar	m	german	0.06
kasper	m	polish, dutch, scandinavian	0.03
kassandra	f	english, greek mythology	0
kassia	f	english	0
kassidy	f,m	english	0
kassy	f	english	0
kat	f	english	0.06
kata	f	hungarian	0.13
katalin	f	hungarian	0
katana	f	japanese	0
katariina	f	finnish	0
katarin	f	breton	0
